user_id,item_id
31,104
31,1575
31,2135
31,795
31,230
32,1622
32,125
32,484
32,493
32,1311
32,97
32,1323
32,2171
32,120
32,991
33,693
33,349
33,55
33,255
33,1540
33,1349
33,1061
33,1142
33,493
33,1
34,1344
34,875
34,1128
34,1685
34,1919
34,679
34,685
34,1446
34,1729
34,1801
35,503
35,2
35,134
35,1310
35,247
35,1670
35,755
35,1641
35,2118
35,711
36,891
36,158
36,203
36,1470
36,1480
36,1084
36,240
36,313
36,2018
36,547
37,645
37,800
37,802
37,516
37,21
37,980
37,1719
37,1763
37,628
37,163
38,1318
38,693
38,1739
38,1294
38,1540
38,122
38,1421
38,1612
38,1088
38,1633
39,143
39,536
39,1283
39,572
39,1759
39,171
39,1420
39,1568
39,1405
39,1285
40,1019
40,977
40,1173
40,680
40,1821
40,968
40,56
40,1658
40,907
40,954
41,590
41,1389
41,642
41,1501
41,1693
41,1145
41,1138
41,56
41,1991
41,1708
42,787
42,1276
42,838
42,1078
42,977
42,996
42,1652
42,1275
42,430
42,2135
43,419
43,267
43,785
43,1684
43,923
43,1164
43,1258
43,1601
43,421
43,1990
44,237
44,554
44,615
44,648
44,2021
44,451
44,92
44,160
44,1518
44,1461
45,1378
45,624
45,1906
45,1479
45,944
45,533
45,1184
45,1994
45,1354
45,887
46,1217
46,195
46,523
46,33
46,613
46,64
46,826
46,320
46,146
46,1037
47,63
47,756
47,433
47,595
47,1061
47,170
47,259
47,144
47,1396
47,571
48,1136
48,790
48,297
48,1648
48,1259
48,63
48,1228
48,865
48,1855
48,1149
49,1250
49,404
49,1523
49,279
49,987
49,1309
49,8
49,1191
49,881
49,61
50,41
50,498
50,1471
50,695
50,1309
50,404
50,379
50,2005
50,1198
50,342
51,1232
51,124
51,1615
51,1721
51,1634
51,1236
51,1700
51,2075
51,121
51,1350
52,195
52,385
52,645
52,132
52,1191
52,165
52,1040
52,1495
52,532
52,1252
53,513
53,897
53,1898
53,291
53,192
53,688
53,989
53,1220
53,1270
53,239
54,169
54,686
54,205
54,569
54,179
54,190
54,687
54,508
54,891
54,115
55,730
55,1015
55,1276
55,1589
55,461
55,797
55,862
55,1818
55,149
55,1587
56,1377
56,1289
56,380
56,115
56,532
56,1879
56,1250
56,1711
56,145
56,1473
57,982
57,756
57,1294
57,349
57,1406
57,183
57,40
57,839
57,1202
57,510
58,756
58,1699
58,379
58,383
58,343
58,147
58,86
58,569
58,1495
58,1852
59,785
59,1914
59,1019
59,2058
59,1503
59,1552
59,418
59,1406
59,1146
59,1302
60,237
60,1518
60,100
60,556
60,378
60,250
60,68
60,3
60,148
60,1528
61,862
61,97
61,397
61,721
61,393
61,1819
61,1015
61,1514
61,431
61,1500
62,1131
62,395
62,1019
62,1608
62,1254
62,1821
62,907
62,1228
62,581
62,448
63,527
63,1794
63,896
63,322
63,1878
63,61
63,1727
63,822
63,1314
63,6
64,1131
64,2049
64,16
64,654
64,1231
64,1139
64,2069
64,1113
64,1837
64,418
65,196
65,1294
65,618
65,42
65,89
65,84
65,652
65,816
65,1624
65,1450
66,1528
66,1190
66,1041
66,147
66,148
66,1879
66,434
66,732
66,1364
66,505
67,536
67,79
67,749
67,144
67,1358
67,169
67,695
67,235
67,614
67,86
68,467
68,1615
68,142
68,483
68,663
68,1402
68,657
68,846
68,1095
68,36
69,1608
69,394
69,1510
69,265
69,1123
69,927
69,1648
69,392
69,366
69,1631
70,218
70,349
70,2021
70,1349
70,613
70,1930
70,347
70,1222
70,1131
70,1764
71,471
71,362
71,151
71,984
71,709
71,520
71,932
71,294
71,77
71,200
72,425
72,1136
72,1185
72,291
72,1743
72,1298
72,214
72,430
72,1003
72,915
73,577
73,606
73,1185
73,876
73,1484
73,1581
73,963
73,982
73,301
73,979
74,323
74,804
74,1713
74,373
74,700
74,1518
74,1114
74,310
74,1573
74,648
75,279
75,852
75,1868
75,830
75,1871
75,2127
75,1593
75,2143
75,1015
75,966
76,1025
76,1349
76,1342
76,10
76,2047
76,1356
76,1177
76,511
76,52
76,0
77,1061
77,405
77,624
77,892
77,372
77,2047
77,616
77,80
77,822
77,310
78,1841
78,1002
78,203
78,1419
78,1396
78,372
78,246
78,44
78,1050
78,2093
79,598
79,787
79,257
79,1988
79,435
79,231
79,915
79,1332
79,2009
79,413
80,1275
80,1560
80,797
80,574
80,155
80,1335
80,1302
80,1003
80,1800
80,2110
81,1533
81,882
81,555
81,799
81,893
81,103
81,2040
81,392
81,700
81,1679
82,1849
82,1952
82,834
82,1212
82,1739
82,711
82,59
82,1893
82,1981
82,1813
83,674
83,475
83,155
83,185
83,57
83,932
83,1202
83,1214
83,958
83,1907
84,2
84,961
84,318
84,501
84,1721
84,692
84,1612
84,1047
84,126
84,943
85,996
85,1019
85,1078
85,972
85,970
85,213
85,1503
85,1820
85,1006
85,371
86,416
86,574
86,767
86,1132
86,257
86,977
86,1867
86,1575
86,760
86,230
87,394
87,456
87,1227
87,1562
87,483
87,729
87,1247
87,1013
87,1854
87,1583
88,92
88,1400
88,1361
88,815
88,780
88,1479
88,344
88,1982
88,252
88,544
89,523
89,305
89,179
89,203
89,531
89,70
89,1354
89,378
89,1095
89,1292
90,538
90,749
90,203
90,190
90,980
90,954
90,1097
90,289
90,441
90,1030
91,351
91,1361
91,1012
91,568
91,956
91,2091
91,1567
91,1958
91,1035
91,622
92,219
92,456
92,1125
92,1534
92,850
92,838
92,392
92,1622
92,228
92,648
93,155
93,755
93,35
93,501
93,151
93,2077
93,690
93,244
93,2091
93,651
94,1153
94,574
94,1254
94,2025
94,1210
94,2131
94,1695
94,872
94,1510
94,134
95,1499
95,305
95,1318
95,615
95,333
95,160
95,343
95,637
95,585
95,1104
96,305
96,536
96,1833
96,537
96,10
96,71
96,20
96,890
96,1748
96,1519
97,33
97,475
97,319
97,675
97,1728
97,353
97,938
97,2028
97,1627
97,2043
98,984
98,305
98,450
98,685
98,646
98,1058
98,629
98,1698
98,73
98,385
99,819
99,499
99,651
99,707
99,373
99,76
99,27
99,932
99,1923
99,1029
100,256
100,1217
100,1128
100,1461
100,1317
100,556
100,55
100,347
100,1985
100,901
101,344
101,1620
101,1529
101,183
101,109
101,479
101,1116
101,1059
101,196
101,323
102,394
102,773
102,260
102,433
102,256
102,226
102,489
102,483
102,937
102,371
103,1561
103,606
103,1036
103,1992
103,334
103,913
103,1340
103,833
103,2096
103,1147
104,506
104,472
104,1479
104,1763
104,347
104,892
104,1349
104,1471
104,188
104,1442
105,150
105,844
105,1573
105,555
105,1849
105,1233
105,289
105,117
105,161
105,1739
106,372
106,319
106,378
106,1584
106,382
106,1286
106,357
106,822
106,1613
106,1711
107,226
107,1561
107,758
107,1015
107,1036
107,2163
107,1562
107,1684
107,1273
107,268
108,63
108,433
108,495
108,670
108,533
108,982
108,65
108,558
108,1068
108,925
109,395
109,1608
109,727
109,970
109,1247
109,599
109,1254
109,964
109,868
109,1969
110,1735
110,597
110,984
110,838
110,1180
110,975
110,1638
110,2049
110,1777
110,1697
111,63
111,183
111,406
111,195
111,1529
111,1685
111,89
111,558
111,451
111,1288
112,1276
112,1221
112,222
112,864
112,838
112,2011
112,764
112,911
112,1552
112,275
113,1131
113,971
113,963
113,1172
113,2050
113,1160
113,799
113,231
113,1372
113,1187
114,785
114,257
114,883
114,2084
114,1845
114,1330
114,1159
114,1188
114,2046
114,916
115,830
115,2023
115,1156
115,1004
115,1867
115,1817
115,1261
115,1883
115,1015
115,1230
116,598
116,867
116,761
116,1608
116,586
116,2131
116,1553
116,872
116,1140
116,1679
117,558
117,618
117,126
117,1402
117,125
117,1529
117,1250
117,531
117,700
117,54
118,1078
118,106
118,2135
118,1760
118,1368
118,927
118,2051
118,1777
118,1660
118,908
119,674
119,51
119,538
119,1202
119,560
119,651
119,501
119,1059
119,290
119,1700
120,761
120,1391
120,221
120,721
120,439
120,1708
120,1222
120,1709
120,2016
120,393
121,321
121,59
121,384
121,1304
121,1
121,267
121,2031
121,1212
121,1430
121,1981
122,1250
122,282
122,804
122,1832
122,831
122,383
122,95
122,1283
122,374
122,663
123,656
123,513
123,1105
123,1400
123,146
123,953
123,546
123,32
123,387
123,538
124,124
124,780
124,19
124,336
124,1505
124,1432
124,947
124,1070
124,837
124,1875
125,1560
125,783
125,222
125,1679
125,1366
125,458
125,265
125,768
125,2085
125,799
126,222
126,1544
126,488
126,590
126,834
126,850
126,558
126,425
126,1224
126,1815
127,1406
127,615
127,109
127,156
127,1670
127,1000
127,1043
127,2102
127,452
127,1644
128,883
128,1575
128,607
128,1070
128,1857
128,615
128,574
128,1255
128,1647
128,212
129,40
129,1096
129,2
129,620
129,1857
129,150
129,1209
129,932
129,647
129,1201
130,1249
130,395
130,717
130,2085
130,1854
130,1819
130,2127
130,581
130,1338
130,763
131,146
131,95
131,893
131,1270
131,524
131,907
131,1432
131,1713
131,740
131,1022
132,1264
132,758
132,1980
132,759
132,474
132,1992
132,1790
132,760
132,581
132,1885
133,1142
133,533
133,496
133,41
133,291
133,74
133,107
133,124
133,151
133,32
134,147
134,1209
134,1887
134,655
134,1059
134,1045
134,450
134,120
134,1746
134,2077
135,971
135,640
135,717
135,1608
135,1988
135,1261
135,1665
135,1514
135,586
135,2159
136,305
136,713
136,634
136,624
136,167
136,168
136,1285
136,1083
136,1573
136,1424
137,1098
137,1097
137,637
137,1216
137,89
137,490
137,345
137,249
137,378
137,1347
138,440
138,1040
138,137
138,495
138,1101
138,270
138,1318
138,256
138,24
138,1461
139,2005
139,657
139,44
139,1296
139,1879
139,1398
139,82
139,1202
139,398
139,831
140,258
140,456
140,918
140,1560
140,763
140,1709
140,850
140,1517
140,1970
140,730
141,241
141,669
141,960
141,956
141,114
141,684
141,1892
141,247
141,2075
141,1350
142,1105
142,1343
142,648
142,454
142,1045
142,1565
142,114
142,1958
142,1209
142,472
143,878
143,403
143,714
143,574
143,570
143,475
143,281
143,749
143,1214
143,1911
144,54
144,890
144,942
144,1286
144,651
144,161
144,666
144,2169
144,880
144,1352
145,237
145,56
145,1878
145,15
145,980
145,1412
145,891
145,1943
145,1953
145,2076
146,693
146,773
146,2171
146,558
146,237
146,125
146,1875
146,127
146,1450
146,1236
147,1343
147,733
147,687
147,282
147,1519
147,672
147,339
147,246
147,1612
147,1640
148,905
148,767
148,2010
148,598
148,574
148,1684
148,609
148,1246
148,1788
148,2127
149,1486
149,1487
149,1549
149,964
149,301
149,1140
149,1227
149,851
149,2131
149,2057
150,289
150,126
150,714
150,1039
150,1343
150,1434
150,666
150,299
150,560
150,1938
151,984
151,114
151,488
151,1028
151,947
151,543
151,1096
151,1556
151,647
151,133
152,1002
152,79
152,1088
152,510
152,821
152,1802
152,402
152,1364
152,471
152,875
153,567
153,1794
153,1283
153,1289
153,1025
153,1378
153,1639
153,703
153,86
153,545
154,785
154,787
154,1829
154,1735
154,1167
154,1337
154,607
154,1245
154,2064
154,757
155,860
155,488
155,1006
155,577
155,88
155,1927
155,1851
155,687
155,69
155,574
156,328
156,651
156,5
156,523
156,378
156,661
156,708
156,1805
156,156
156,287
157,709
157,1381
157,845
157,501
157,770
157,1205
157,475
157,1492
157,167
157,647
158,124
158,1000
158,1452
158,1739
158,1106
158,426
158,478
158,1634
158,688
158,985
159,1276
159,1552
159,609
159,1549
159,729
159,229
159,1788
159,721
159,1592
159,797
160,767
160,1605
160,1829
160,1006
160,1602
160,1791
160,1536
160,1283
160,255
160,978
161,1471
161,403
161,535
161,696
161,751
161,282
161,20
161,990
161,616
161,381
162,1061
162,982
162,741
162,287
162,1952
162,170
162,565
162,180
162,17
162,383
163,196
163,1668
163,1104
163,674
163,1802
163,1028
163,1983
163,495
163,1359
163,358
164,1793
164,1620
164,684
164,984
164,1671
164,1377
164,1051
164,840
164,1526
164,615
165,812
165,730
165,231
165,401
165,423
165,1160
165,1006
165,641
165,1993
165,728
166,900
166,114
166,40
166,558
166,1747
166,311
166,282
166,1032
166,1505
166,821
167,563
167,4
167,1355
167,289
167,822
167,1933
167,2100
167,1639
167,1698
167,1025
168,29
168,203
168,428
168,595
168,184
168,1267
168,256
168,1474
168,245
168,1394
169,947
169,536
169,402
169,880
169,1725
169,942
169,1354
169,1896
169,634
169,261
170,527
170,652
170,1354
170,623
170,166
170,535
170,1471
170,860
170,736
170,2003
171,109
171,1098
171,1002
171,1290
171,1478
171,42
171,322
171,2128
171,285
171,2147
172,74
172,388
172,196
172,84
172,282
172,1833
172,1294
172,527
172,547
172,1362
173,488
173,1142
173,95
173,693
173,10
173,1283
173,493
173,1906
173,1863
173,814
174,142
174,498
174,161
174,1214
174,143
174,1470
174,560
174,385
174,700
174,1862
175,136
175,1294
175,982
175,455
175,1088
175,1104
175,1505
175,986
175,122
175,1904
176,288
176,79
176,1061
176,822
176,185
176,148
176,846
176,306
176,1722
176,532
177,257
177,1665
177,220
177,1036
177,1638
177,1256
177,2129
177,1588
177,1146
177,1165
178,1464
178,1064
178,250
178,776
178,42
178,1067
178,1236
178,2043
178,543
178,698
179,56
179,569
179,36
179,881
179,731
179,1198
179,745
179,1945
179,2111
179,1400
180,195
180,321
180,315
180,1704
180,814
180,21
180,1621
180,522
180,1972
180,92
181,472
181,433
181,476
181,137
181,117
181,1461
181,637
181,1668
181,398
181,837
182,1136
182,1256
182,1338
182,1411
182,908
182,789
182,812
182,1119
182,1655
182,796
183,1056
183,327
183,947
183,55
183,239
183,932
183,1923
183,1539
183,1039
183,1303
184,821
184,567
184,388
184,333
184,656
184,385
184,1101
184,1703
184,1624
184,816
185,429
185,1540
185,533
185,89
185,626
185,1668
185,1741
185,512
185,337
185,1345
186,785
186,419
186,395
186,219
186,1097
186,809
186,392
186,610
186,1167
186,1299
187,114
187,984
187,2128
187,2016
187,160
187,485
187,355
187,2138
187,310
187,10
188,1552
188,99
188,335
188,876
188,1146
188,279
188,1228
188,1914
188,1327
188,1335
189,498
189,503
189,1466
189,680
189,1671
189,991
189,695
189,1755
189,166
189,58
190,984
190,252
190,1624
190,148
190,1623
190,1073
190,77
190,383
190,993
190,1044
191,240
191,203
191,195
191,29
191,1267
191,1706
191,1432
191,994
191,1704
191,2015
192,785
192,423
192,297
192,1968
192,759
192,1174
192,1857
192,971
192,489
192,1854
193,984
193,523
193,69
193,1851
193,1460
193,320
193,261
193,354
193,1
193,55
194,1098
194,394
194,241
194,1384
194,1860
194,24
194,337
194,1541
194,754
194,672
195,1486
195,1545
195,2064
195,870
195,445
195,419
195,1228
195,276
195,1659
195,838
196,163
196,236
196,958
196,1669
196,204
196,684
196,2098
196,1068
196,708
196,431
197,1665
197,267
197,1131
197,1883
197,1930
197,1788
197,1903
197,1666
197,757
197,425
198,237
198,1222
198,1002
198,1216
198,1478
198,1161
198,1076
198,1261
198,398
198,832
199,787
199,767
199,963
199,862
199,597
199,439
199,1368
199,1591
199,1277
199,973
200,773
200,1703
200,1317
200,24
200,1894
200,1806
200,728
200,667
200,1556
200,1824
201,218
201,487
201,1985
201,1762
201,331
201,512
201,160
201,1064
201,787
201,1629
202,467
202,536
202,1851
202,1470
202,1523
202,659
202,1191
202,1403
202,1766
202,1413
203,1318
203,678
203,1057
203,260
203,636
203,55
203,2079
203,901
203,132
203,1462
204,900
204,313
204,34
204,616
204,2147
204,1314
204,498
204,647
204,4
204,1832
205,328
205,124
205,203
205,671
205,547
205,804
205,803
205,733
205,959
205,33
206,1101
206,1185
206,1036
206,1149
206,1578
206,1929
206,1064
206,1966
206,1359
206,586
207,860
207,761
207,419
207,105
207,763
207,1760
207,301
207,809
207,730
207,857
208,598
208,1160
208,267
208,979
208,768
208,397
208,1965
208,1040
208,758
208,220
209,598
209,876
209,979
209,792
209,586
209,828
209,369
209,1161
209,48
209,1533
210,822
210,1349
210,237
210,1518
210,1216
210,19
210,308
210,74
210,1626
210,702
211,456
211,828
211,1648
211,1222
211,790
211,1785
211,1003
211,717
211,1510
211,474
212,398
212,1460
212,1411
212,187
212,845
212,1381
212,1670
212,1474
212,155
212,376
213,579
213,1249
213,640
213,1015
213,1562
213,1988
213,1980
213,1968
213,268
213,1484
214,222
214,265
214,1123
214,1134
214,1596
214,1965
214,581
214,876
214,106
214,1331
215,1002
215,1540
215,137
215,92
215,241
215,1128
215,558
215,1668
215,341
215,1875
216,1344
216,636
216,615
216,1623
216,1967
216,1505
216,1599
216,1703
216,814
216,204
217,297
217,927
217,1130
217,1856
217,223
217,746
217,1989
217,1274
217,228
217,975
218,1589
218,908
218,848
218,99
218,484
218,1028
218,220
218,412
218,1247
218,435
219,48
219,1053
219,246
219,1519
219,1432
219,1294
219,545
219,1046
219,483
219,1052
220,558
220,741
220,1184
220,570
220,187
220,1268
220,105
220,772
220,1763
220,2115
221,615
221,1625
221,637
221,13
221,561
221,1288
221,679
221,100
221,79
221,378
222,5
222,514
222,1252
222,707
222,2147
222,19
222,311
222,1625
222,1439
222,698
223,1101
223,150
223,137
223,255
223,1797
223,331
223,1162
223,1279
223,358
223,563
224,132
224,716
224,472
224,567
224,623
224,1355
224,554
224,1669
224,1479
224,283
225,1131
225,1389
225,297
225,575
225,1857
225,830
225,421
225,1602
225,1245
225,573
226,124
226,686
226,932
226,353
226,938
226,145
226,1106
226,1380
226,1961
226,1098
227,1161
227,1159
227,1180
227,867
227,397
227,1165
227,1488
227,1122
227,1559
227,1821
228,56
228,471
228,1209
228,218
228,1362
228,755
228,199
228,1738
228,1576
228,935
229,201
229,984
229,1645
229,632
229,937
229,134
229,146
229,886
229,538
229,1956
230,1166
230,1076
230,1889
230,1158
230,1080
230,1788
230,919
230,728
230,2025
230,1789
231,37
231,780
231,1070
231,693
231,137
231,1128
231,1097
231,240
231,585
231,335
232,334
232,440
232,489
232,433
232,832
232,1172
232,686
232,918
232,448
232,103
233,1076
233,1264
233,1544
233,963
233,103
233,1554
233,1022
233,1543
233,1657
233,1514
234,1019
234,124
234,912
234,601
234,1164
234,2008
234,1874
234,411
234,1263
234,1885
235,419
235,979
235,832
235,688
235,1488
235,398
235,647
235,558
235,1013
235,622
236,860
236,1646
236,1622
236,1128
236,641
236,136
236,109
236,371
236,1648
236,1899
237,977
237,963
237,911
237,607
237,1221
237,1488
237,1883
237,2159
237,367
237,835
238,183
238,130
238,1062
238,218
238,87
238,1357
238,1629
238,556
238,901
238,1877
239,239
239,1084
239,1877
239,173
239,40
239,475
239,319
239,716
239,1437
239,254
240,226
240,574
240,106
240,867
240,606
240,456
240,222
240,838
240,862
240,401
241,1379
241,578
241,1383
241,1208
241,556
241,1753
241,478
241,1937
241,892
241,152
242,1084
242,310
242,1613
242,321
242,571
242,892
242,1001
242,896
242,38
242,2147
243,116
243,651
243,60
243,426
243,755
243,960
243,423
243,153
243,166
243,186
244,1221
244,759
244,222
244,422
244,765
244,641
244,1372
244,1377
244,1679
244,1978
245,538
245,247
245,118
245,844
245,680
245,1381
245,121
245,1293
245,327
245,483
246,25
246,569
246,2031
246,71
246,549
246,532
246,700
246,1402
246,488
246,378
247,787
247,574
247,640
247,577
247,1631
247,1132
247,1821
247,1513
247,412
247,576
248,226
248,423
248,1665
248,912
248,1993
248,1889
248,809
248,1656
248,914
248,1602
249,773
249,1023
249,344
249,241
249,1378
249,42
249,379
249,1703
249,1162
249,351
250,977
250,1221
250,869
250,1581
250,917
250,275
250,1372
250,1978
250,927
250,1679
251,574
251,1015
251,1549
251,727
251,1159
251,269
251,1821
251,1149
251,420
251,220
252,388
252,161
252,1619
252,743
252,1284
252,887
252,1641
252,126
252,66
252,1250
253,647
253,1402
253,618
253,750
253,659
253,779
253,563
253,1309
253,623
253,1939
254,741
254,1378
254,690
254,362
254,647
254,241
254,1107
254,1355
254,1492
254,475
255,1252
255,1432
255,1677
255,1573
255,959
255,1839
255,1721
255,387
255,1563
255,135
256,2
256,69
256,83
256,57
256,144
256,506
256,709
256,1043
256,716
256,1471
257,925
257,1006
257,222
257,1185
257,1393
257,799
257,590
257,1172
257,963
257,1186
258,1379
258,890
258,29
258,1252
258,818
258,200
258,738
258,121
258,1731
258,1050
259,990
259,322
259,653
259,1878
259,1568
259,1906
259,516
259,881
259,800
259,1720
260,288
260,1573
260,151
260,684
260,843
260,568
260,2077
260,117
260,66
260,563
261,308
261,319
261,1206
261,711
261,4
261,1959
261,617
261,944
261,547
261,501
262,89
262,137
262,1106
262,1979
262,837
262,1668
262,483
262,1729
262,1645
262,632
263,830
263,445
263,574
263,907
263,1784
263,1509
263,230
263,1256
263,1275
263,1180
264,34
264,527
264,1364
264,379
264,145
264,1713
264,486
264,36
264,624
264,29
265,1487
265,1993
265,1600
265,914
265,722
265,417
265,1607
265,2131
265,746
265,425
266,179
266,1270
266,124
266,115
266,953
266,1201
266,1702
266,379
266,2013
266,713
267,1544
267,267
267,1259
267,37
267,1855
267,1740
267,833
267,913
267,1372
267,221
268,1061
268,947
268,180
268,773
268,288
268,816
268,167
268,383
268,988
268,1271
269,918
269,1914
269,790
269,219
269,1166
269,211
269,1792
269,1302
269,1175
269,611
270,693
270,428
270,114
270,339
270,483
270,1358
270,24
270,2079
270,1312
270,68
271,556
271,1427
271,691
271,1407
271,151
271,37
271,1030
271,1540
271,1070
271,1352
272,674
272,670
272,684
272,686
272,955
272,1875
272,1208
272,1839
272,902
272,1944
273,32
273,42
273,1432
273,2121
273,282
273,669
273,1144
273,328
273,509
273,745
274,1184
274,114
274,1520
274,1253
274,333
274,388
274,1364
274,255
274,170
274,487
275,222
275,765
275,597
275,587
275,809
275,857
275,229
275,1606
275,2034
275,396
276,1499
276,172
276,985
276,333
276,252
276,1850
276,563
276,779
276,1904
276,250
277,570
277,1250
277,674
277,1739
277,1083
277,1014
277,1565
277,1190
277,124
277,646
278,614
278,1703
278,1521
278,1027
278,463
278,1280
278,1662
278,1622
278,1115
278,1879
279,270
279,406
279,319
279,405
279,1406
279,376
279,254
279,1343
279,325
279,1805
280,476
280,1407
280,325
280,1668
280,676
280,345
280,1541
280,1108
280,452
280,503
281,103
281,1517
281,1554
281,217
281,1003
281,763
281,1156
281,585
281,1587
281,1697
282,2
282,34
282,878
282,379
282,1767
282,84
282,1451
282,155
282,751
282,40
283,203
283,362
283,4
283,536
283,126
283,1402
283,770
283,1455
283,822
283,158
284,1631
284,1368
284,1173
284,2051
284,1596
284,729
284,1560
284,924
284,1159
284,103
285,196
285,88
285,325
285,1142
285,875
285,625
285,1406
285,463
285,1506
285,345
286,93
286,1216
286,1427
286,536
286,1217
286,1270
286,194
286,1621
286,398
286,351
287,1406
287,1101
287,1421
287,1529
287,556
287,195
287,1599
287,58
287,352
287,39
288,1087
288,1204
288,487
288,892
288,66
288,751
288,1442
288,560
288,1012
288,2013
289,812
289,1134
289,883
289,2057
289,1500
289,1368
289,760
289,1991
289,1665
289,864
290,1015
290,856
290,799
290,864
290,2172
290,1854
290,1239
290,798
290,1695
290,1557
291,566
291,1794
291,1471
291,1486
291,1114
291,539
291,565
291,670
291,1014
291,343
292,71
292,1353
292,249
292,641
292,749
292,1803
292,1851
292,1769
292,1495
292,235
293,150
293,29
293,741
293,192
293,520
293,460
293,821
293,433
293,7
293,1833
294,265
294,1228
294,1251
294,1601
294,600
294,1968
294,2163
294,848
294,789
294,554
295,472
295,650
295,1351
295,41
295,1461
295,1717
295,1114
295,804
295,533
295,2128
296,554
296,92
296,358
296,1813
296,337
296,561
296,317
296,1352
296,1217
296,555
297,488
297,984
297,1101
297,1097
297,648
297,767
297,925
297,1290
297,132
297,105
298,33
298,1460
298,514
298,1023
298,547
298,59
298,990
298,1732
298,738
298,319
299,334
299,577
299,1018
299,2070
299,1543
299,2131
299,268
299,757
299,581
299,1689
300,256
300,321
300,651
300,654
300,821
300,1402
300,1057
300,1933
300,170
300,291
301,750
301,2151
301,84
301,289
301,1270
301,185
301,578
301,77
301,1470
301,78
302,116
302,423
302,1132
302,2034
302,1335
302,605
302,1161
302,767
302,1451
302,420
303,625
303,237
303,1629
303,1023
303,433
303,570
303,1294
303,1252
303,1966
303,1267
304,1759
304,379
304,361
304,506
304,190
304,949
304,167
304,1207
304,156
304,538
305,440
305,2005
305,830
305,417
305,451
305,1521
305,1227
305,1462
305,1217
305,397
306,57
306,483
306,666
306,984
306,1035
306,2060
306,517
306,1095
306,1724
306,381
307,1053
307,32
307,1878
307,800
307,769
307,1945
307,1355
307,938
307,1253
307,1704
308,774
308,322
308,237
308,1471
308,1406
308,544
308,1295
308,1196
308,382
308,1252
309,472
309,1094
309,117
309,669
309,353
309,934
309,1469
309,16
309,1793
309,1059
310,475
310,891
310,980
310,285
310,313
310,902
310,1454
310,738
310,1377
310,951
311,394
311,960
311,1344
311,1056
311,823
311,1062
311,578
311,1873
311,879
311,26
312,394
312,790
312,597
312,1368
312,1008
312,859
312,1604
312,1140
312,893
312,1864
313,693
313,1460
313,240
313,405
313,61
313,1289
313,1916
313,778
313,1906
313,1250
314,1781
314,936
314,339
314,1062
314,1064
314,465
314,2138
314,1059
314,1967
314,1769
315,63
315,1760
315,717
315,211
315,291
315,757
315,401
315,93
315,1687
315,763
316,721
316,1003
